ISO,Year,HDI_UNDP,IHDI,PHDI,GII,GDI,VDem_Score
ZZF.EAP,2020,0.764,0.637,0.655,0.316,0.97,
ZZF.EAP,2021,0.768,0.643,0.655,0.316,0.971,
ZZF.EAP,2022,0.773,0.647,0.659,0.316,0.972,
ZZF.EAP,2023,0.775,0.649,0.658,0.315,0.973,
ZZG.ECA,2010,0.753,0.645,0.686,0.307,0.961,
ZZG.ECA,2011,0.761,0.655,0.686,0.301,0.96,
ZZG.ECA,2012,0.767,0.665,0.691,0.29,0.962,
ZZG.ECA,2013,0.78,0.678,0.7,0.284,0.964,
ZZG.ECA,2014,0.785,0.685,0.707,0.276,0.963,
ZZG.ECA,2015,0.789,0.689,0.71,0.27,0.961,
ZZG.ECA,2016,0.793,0.694,0.715,0.26,0.961,
ZZG.ECA,2017,0.8,0.7,0.722,0.246,0.961,
ZZG.ECA,2018,0.804,0.706,0.721,0.242,0.964,
ZZG.ECA,2019,0.808,0.711,0.726,0.232,0.964,
ZZG.ECA,2020,0.802,0.705,0.719,0.234,0.965,
ZZG.ECA,2021,0.803,0.709,0.718,0.23,0.966,
ZZG.ECA,2022,0.815,0.718,0.73,0.226,0.97,
ZZG.ECA,2023,0.818,0.719,0.731,0.226,0.97,
ZZH.LAC,2010,0.747,0.574,0.683,0.431,0.978,
ZZH.LAC,2011,0.753,0.581,0.685,0.429,0.979,
ZZH.LAC,2012,0.758,0.571,0.688,0.422,0.979,
ZZH.LAC,2013,0.762,0.578,0.689,0.419,0.979,
ZZH.LAC,2014,0.765,0.584,0.694,0.413,0.979,
ZZH.LAC,2015,0.767,0.588,0.697,0.408,0.98,
ZZH.LAC,2016,0.769,0.601,0.702,0.404,0.981,
ZZH.LAC,2017,0.772,0.604,0.705,0.4,0.982,
ZZH.LAC,2018,0.774,0.609,0.709,0.393,0.983,
ZZH.LAC,2019,0.776,0.612,0.71,0.39,0.984,
ZZH.LAC,2020,0.764,0.605,0.702,0.395,0.988,
ZZH.LAC,2021,0.762,0.601,0.698,0.39,0.993,
ZZH.LAC,2022,0.778,0.614,0.711,0.385,0.99,
ZZH.LAC,2023,0.783,0.619,0.715,0.384,0.989,
ZZI.SA,2010,0.59,0.386,0.571,0.559,0.819,
ZZI.SA,2011,0.601,0.396,0.581,0.555,0.825,
ZZI.SA,2012,0.606,0.399,0.585,0.55,0.824,
ZZI.SA,2013,0.611,0.404,0.59,0.546,0.836,
ZZI.SA,2014,0.62,0.412,0.599,0.536,0.836,
ZZI.SA,2015,0.627,0.424,0.605,0.521,0.837,
ZZI.SA,2016,0.637,0.433,0.614,0.514,0.84,
ZZI.SA,2017,0.641,0.437,0.617,0.512,0.842,
ZZI.SA,2018,0.642,0.437,0.618,0.513,0.832,
ZZI.SA,2019,0.645,0.444,0.62,0.5,0.844,
ZZI.SA,2020,0.645,0.444,0.621,0.483,0.85,
ZZI.SA,2021,0.641,0.443,0.616,0.479,0.853,
ZZI.SA,2022,0.665,0.463,0.638,0.474,0.859,
ZZI.SA,2023,0.672,0.469,0.644,0.458,0.872,
ZZJ.SSA,2010,0.51,0.309,0.496,0.603,0.882,
ZZJ.SSA,2011,0.517,0.323,0.503,0.599,0.887,
ZZJ.SSA,2012,0.523,0.332,0.509,0.597,0.884,
ZZJ.SSA,2013,0.528,0.338,0.513,0.594,0.888,
ZZJ.SSA,2014,0.534,0.343,0.519,0.591,0.894,
ZZJ.SSA,2015,0.54,0.347,0.525,0.585,0.895,
ZZJ.SSA,2016,0.543,0.352,0.529,0.583,0.898,
ZZJ.SSA,2017,0.546,0.355,0.532,0.579,0.901,
ZZJ.SSA,2018,0.551,0.359,0.536,0.577,0.898,
ZZJ.SSA,2019,0.557,0.363,0.542,0.575,0.893,
ZZJ.SSA,2020,0.557,0.365,0.542,0.568,0.906,
ZZJ.SSA,2021,0.558,0.368,0.543,0.563,0.911,
ZZJ.SSA,2022,0.565,0.373,0.55,0.561,0.915,
ZZJ.SSA,2023,0.568,0.377,0.553,0.558,0.916,
ZZK.WORLD,2010,0.707,0.53,0.641,0.504,0.939,
ZZK.WORLD,2011,0.713,0.536,0.644,0.503,0.939,
ZZK.WORLD,2012,0.717,0.539,0.647,0.499,0.94,
ZZK.WORLD,2013,0.721,0.55,0.649,0.494,0.942,
ZZK.WORLD,2014,0.726,0.557,0.654,0.488,0.942,
ZZK.WORLD,2015,0.731,0.561,0.659,0.48,0.942,
ZZK.WORLD,2016,0.735,0.567,0.663,0.475,0.943,
ZZK.WORLD,2017,0.739,0.57,0.667,0.471,0.944,
ZZK.WORLD,2018,0.741,0.573,0.668,0.467,0.943,
ZZK.WORLD,2019,0.745,0.578,0.671,0.464,0.946,
ZZK.WORLD,2020,0.742,0.577,0.671,0.459,0.952,
ZZK.WORLD,2021,0.742,0.578,0.668,0.458,0.953,
ZZK.WORLD,2022,0.752,0.587,0.677,0.457,0.954,
ZZK.WORLD,2023,0.756,0.59,0.68,0.455,0.955,
